report_date,entry_date,exit_date,status,skip_reason,reward_multiple,setup_type,direction,signal_timestamp,entry_timestamp,entry_price_points,stop_price_points,target_price_points,exit_timestamp,exit_price_points,exit_reason,fast_sma_25,slow_sma_50,points_pnl,rupees_pnl,holding_days,remarks
2022-06-01,2022-05-31,2022-06-01,TRADED,,2,CROSSOVER,SHORT,2022-05-31T15:00:00+05:30,2022-05-31T15:15:00+05:30,16557.8,16637.50,16398.40,2022-06-01T09:15:00+05:30,16637.50,stop_loss,16630.53,16634.49,-79.70,-5180.50,1,
2022-06-02,2022-06-02,2022-06-02,TRADED,,2,CROSSOVER,LONG,2022-06-02T14:45:00+05:30,2022-06-02T15:00:00+05:30,16633.2,16615.90,16667.80,2022-06-02T15:00:00+05:30,16615.90,stop_loss,16561.73,16557.89,-17.30,-1124.50,0,
2022-06-06,2022-06-06,2022-06-06,TRADED,,2,CROSSOVER,SHORT,2022-06-06T11:00:00+05:30,2022-06-06T11:15:00+05:30,16502.5,16523.70,16460.10,2022-06-06T11:45:00+05:30,16523.70,stop_loss,16628.88,16635.29,-21.20,-1378.00,0,
2022-06-09,2022-06-09,2022-06-09,TRADED,,2,CROSSOVER,LONG,2022-06-09T09:45:00+05:30,2022-06-09T10:00:00+05:30,16324.1,16307.90,16356.50,2022-06-09T10:00:00+05:30,16307.90,stop_loss,16393.78,16393.31,-16.20,-1053.00,0,
2022-06-09,2022-06-09,2022-06-09,TRADED,,2,CROSSOVER,SHORT,2022-06-09T10:30:00+05:30,2022-06-09T10:45:00+05:30,16377.0,16378.50,16374.00,2022-06-09T10:45:00+05:30,16378.50,stop_loss,16386.46,16388.62,-1.50,-97.50,0,Stop and target both hit inside one candle; conservative stop-first fill applied.
2022-06-15,2022-06-15,2022-06-15,TRADED,,2,CROSSOVER,LONG,2022-06-15T09:15:00+05:30,2022-06-15T09:30:00+05:30,15700.7,15687.50,15727.10,2022-06-15T09:30:00+05:30,15687.50,stop_loss,15767.12,15765.78,-13.20,-858.00,0,Stop and target both hit inside one candle; conservative stop-first fill applied.
2022-06-15,2022-06-15,2022-06-15,TRADED,,2,CROSSOVER,SHORT,2022-06-15T10:15:00+05:30,2022-06-15T10:30:00+05:30,15734.5,15756.30,15690.90,2022-06-15T11:00:00+05:30,15690.90,target,15760.28,15760.68,43.60,2834.00,0,
2022-06-15,2022-06-15,2022-06-15,TRADED,,2,PULLBACK_REENTRY,SHORT,2022-06-15T14:15:00+05:30,2022-06-15T14:30:00+05:30,15734.8,15748.60,15707.20,2022-06-15T15:00:00+05:30,15707.20,target,15731.59,15752.91,27.60,1794.00,0,
2022-06-16,2022-06-16,2022-06-16,TRADED,,2,PULLBACK_REENTRY,SHORT,2022-06-16T10:15:00+05:30,2022-06-16T10:30:00+05:30,15732.3,15762.40,15672.10,2022-06-16T11:15:00+05:30,15672.10,target,15742.80,15751.54,60.20,3913.00,0,
2022-06-17,2022-06-17,2022-06-17,TRADED,,2,PULLBACK_REENTRY,SHORT,2022-06-17T13:30:00+05:30,2022-06-17T13:45:00+05:30,15310.1,15319.60,15291.10,2022-06-17T13:45:00+05:30,15319.60,stop_loss,15316.39,15488.03,-9.50,-617.50,0,Stop and target both hit inside one candle; conservative stop-first fill applied.
2022-06-20,2022-06-20,2022-06-20,TRADED,,2,CROSSOVER,LONG,2022-06-20T14:15:00+05:30,2022-06-20T14:30:00+05:30,15284.5,15283.00,15287.50,2022-06-20T14:30:00+05:30,15283.00,stop_loss,15305.01,15303.37,-1.50,-97.50,0,Stop and target both hit inside one candle; conservative stop-first fill applied.
2022-06-20,2022-06-20,2022-06-20,TRADED,,2,CROSSOVER,SHORT,2022-06-20T14:45:00+05:30,2022-06-20T15:00:00+05:30,15282.9,15307.50,15233.70,2022-06-20T15:00:00+05:30,15307.50,stop_loss,15298.94,15299.68,-24.60,-1599.00,0,
2022-06-21,2022-06-20,2022-06-21,TRADED,,2,CROSSOVER,LONG,2022-06-20T15:00:00+05:30,2022-06-20T15:15:00+05:30,15353.0,15275.10,15508.80,2022-06-21T09:45:00+05:30,15508.80,target,15302.42,15299.53,155.80,10127.00,1,
2022-06-22,2022-06-22,2022-06-22,TRADED,,2,CROSSOVER,SHORT,2022-06-22T13:45:00+05:30,2022-06-22T14:00:00+05:30,15403.0,15423.50,15362.00,2022-06-22T14:00:00+05:30,15423.50,stop_loss,15504.53,15515.88,-20.50,-1332.50,0,
2022-06-23,2022-06-23,2022-06-23,TRADED,,2,CROSSOVER,LONG,2022-06-23T13:45:00+05:30,2022-06-23T14:00:00+05:30,15571.3,15522.20,15669.50,2022-06-23T14:00:00+05:30,15522.20,stop_loss,15507.81,15506.17,-49.10,-3191.50,0,
2022-06-28,2022-06-28,2022-06-28,TRADED,,2,CROSSOVER,SHORT,2022-06-28T13:00:00+05:30,2022-06-28T13:15:00+05:30,15762.0,15811.90,15662.20,2022-06-28T13:45:00+05:30,15811.90,stop_loss,15799.66,15803.89,-49.90,-3243.50,0,
2022-06-29,2022-06-29,2022-06-29,TRADED,,2,CROSSOVER,LONG,2022-06-29T13:30:00+05:30,2022-06-29T13:45:00+05:30,15836.9,15815.80,15879.10,2022-06-29T14:30:00+05:30,15815.80,stop_loss,15795.76,15793.47,-21.10,-1371.50,0,
2022-07-01,2022-07-01,2022-07-01,TRADED,,2,CROSSOVER,SHORT,2022-07-01T09:15:00+05:30,2022-07-01T09:30:00+05:30,15689.8,15720.00,15629.40,2022-07-01T09:30:00+05:30,15629.40,target,15800.77,15800.85,60.40,3926.00,0,
2022-07-01,2022-07-01,2022-07-01,TRADED,,2,PULLBACK_REENTRY,SHORT,2022-07-01T13:15:00+05:30,2022-07-01T13:30:00+05:30,15671.0,15702.00,15609.00,2022-07-01T14:30:00+05:30,15702.00,stop_loss,15689.89,15751.51,-31.00,-2015.00,0,
2022-07-04,2022-07-04,2022-07-04,TRADED,,2,CROSSOVER,LONG,2022-07-04T12:30:00+05:30,2022-07-04T12:45:00+05:30,15765.7,15755.70,15785.70,2022-07-04T12:45:00+05:30,15755.70,stop_loss,15713.69,15709.18,-10.00,-650.00,0,
2022-07-06,2022-07-06,2022-07-06,TRADED,,2,CROSSOVER,SHORT,2022-07-06T12:15:00+05:30,2022-07-06T12:30:00+05:30,15902.5,15905.50,15896.50,2022-07-06T12:30:00+05:30,15905.50,stop_loss,15890.08,15890.96,-3.00,-195.00,0,
2022-07-07,2022-07-07,2022-07-07,TRADED,,2,CROSSOVER,LONG,2022-07-07T09:30:00+05:30,2022-07-07T09:45:00+05:30,16083.8,16076.20,16099.00,2022-07-07T09:45:00+05:30,16076.20,stop_loss,15940.58,15939.58,-7.60,-494.00,0,
2022-07-11,2022-07-11,2022-07-11,TRADED,,2,CROSSOVER,SHORT,2022-07-11T13:00:00+05:30,2022-07-11T13:15:00+05:30,16169.8,16172.20,16165.00,2022-07-11T13:15:00+05:30,16172.20,stop_loss,16166.83,16167.57,-2.40,-156.00,0,Stop and target both hit inside one candle; conservative stop-first fill applied.
2022-07-15,2022-07-15,2022-07-15,TRADED,,2,CROSSOVER,LONG,2022-07-15T14:45:00+05:30,2022-07-15T15:00:00+05:30,16016.5,15998.70,16052.10,2022-07-15T15:00:00+05:30,16052.10,target,15972.80,15970.91,35.60,2314.00,0,
2022-07-20,2022-07-19,2022-07-20,TRADED,,2,PULLBACK_REENTRY,LONG,2022-07-19T09:15:00+05:30,2022-07-19T09:30:00+05:30,16257.8,16187.00,16399.40,2022-07-20T09:15:00+05:30,16562.8,gap_target,16219.29,16104.07,305.00,19825.00,1,
2022-07-20,2022-07-20,2022-07-20,TRADED,,2,PULLBACK_REENTRY,LONG,2022-07-20T14:45:00+05:30,2022-07-20T15:00:00+05:30,16524.1,16515.60,16541.10,2022-07-20T15:00:00+05:30,16541.10,target,16532.00,16414.00,17.00,1105.00,0,
2022-07-21,2022-07-21,2022-07-21,TRADED,,2,PULLBACK_REENTRY,LONG,2022-07-21T09:45:00+05:30,2022-07-21T10:00:00+05:30,16556.9,16533.30,16604.10,2022-07-21T13:30:00+05:30,16533.30,stop_loss,16545.89,16439.33,-23.60,-1534.00,0,
2022-07-25,2022-07-25,2022-07-25,TRADED,,2,CROSSOVER,SHORT,2022-07-25T13:45:00+05:30,2022-07-25T14:00:00+05:30,16614.4,16616.20,16610.80,2022-07-25T14:00:00+05:30,16616.20,stop_loss,16635.50,16640.81,-1.80,-117.00,0,Stop and target both hit inside one candle; conservative stop-first fill applied.
2022-07-27,2022-07-27,2022-07-27,TRADED,,2,CROSSOVER,LONG,2022-07-27T14:30:00+05:30,2022-07-27T14:45:00+05:30,16601.0,16597.60,16607.80,2022-07-27T14:45:00+05:30,16597.60,stop_loss,16544.87,16543.21,-3.40,-221.00,0,Stop and target both hit inside one candle; conservative stop-first fill applied.
2022-08-03,2022-08-03,2022-08-03,TRADED,,2,CROSSOVER,SHORT,2022-08-03T14:30:00+05:30,2022-08-03T14:45:00+05:30,17335.3,17337.00,17331.90,2022-08-03T14:45:00+05:30,17337.00,stop_loss,17289.62,17289.86,-1.70,-110.50,0,Stop and target both hit inside one candle; conservative stop-first fill applied.
2022-08-04,2022-08-04,2022-08-04,TRADED,,2,CROSSOVER,LONG,2022-08-03T15:15:00+05:30,2022-08-04T09:15:00+05:30,17463.1,17387.60,17614.10,2022-08-04T11:15:00+05:30,17387.60,stop_loss,17293.48,17292.55,-75.50,-4907.50,0,
2022-08-18,2022-08-18,2022-08-18,TRADED,,2,CROSSOVER,SHORT,2022-08-18T14:30:00+05:30,2022-08-18T14:45:00+05:30,17938.7,17942.00,17932.10,2022-08-18T14:45:00+05:30,17942.00,stop_loss,17906.62,17908.35,-3.30,-214.50,0,
2022-08-24,2022-08-24,2022-08-24,TRADED,,2,CROSSOVER,LONG,2022-08-24T10:45:00+05:30,2022-08-24T11:00:00+05:30,17587.8,17574.80,17613.80,2022-08-24T11:00:00+05:30,17613.80,target,17536.72,17534.38,26.00,1690.00,0,
2022-08-24,2022-08-24,2022-08-24,TRADED,,2,PULLBACK_REENTRY,LONG,2022-08-24T12:15:00+05:30,2022-08-24T12:30:00+05:30,17589.8,17560.30,17648.80,2022-08-24T12:45:00+05:30,17560.30,stop_loss,17568.04,17537.02,-29.50,-1917.50,0,
2022-08-26,2022-08-26,2022-08-26,TRADED,,2,CROSSOVER,SHORT,2022-08-26T12:30:00+05:30,2022-08-26T12:45:00+05:30,17620.1,17627.40,17605.50,2022-08-26T12:45:00+05:30,17627.40,stop_loss,17631.68,17633.60,-7.30,-474.50,0,Stop and target both hit inside one candle; conservative stop-first fill applied.
2022-08-30,2022-08-30,2022-08-30,TRADED,,2,CROSSOVER,LONG,2022-08-30T12:30:00+05:30,2022-08-30T12:45:00+05:30,17600.3,17588.10,17624.70,2022-08-30T12:45:00+05:30,17624.70,target,17441.41,17437.18,24.40,1586.00,0,
2022-09-01,2022-09-01,2022-09-01,TRADED,,2,PULLBACK_REENTRY,LONG,2022-09-01T09:30:00+05:30,2022-09-01T09:45:00+05:30,17629.6,17547.80,17793.20,2022-09-01T13:00:00+05:30,17547.80,stop_loss,17605.09,17470.89,-81.80,-5317.00,0,
2022-09-02,2022-09-02,2022-09-02,SKIPPED,entry_open_beyond_stop,2,CROSSOVER,SHORT,2022-09-01T15:15:00+05:30,,,,,,,,17592.10,17593.25,0.00,0.00,0,Entry open 17598.4 invalidated the SHORT setup stop 17564.10.
2022-09-05,2022-09-05,2022-09-05,TRADED,,2,CROSSOVER,LONG,2022-09-05T10:15:00+05:30,2022-09-05T10:30:00+05:30,17653.2,17641.80,17676.00,2022-09-05T10:30:00+05:30,17641.80,stop_loss,17575.98,17574.18,-11.40,-741.00,0,
2022-09-07,2022-09-07,2022-09-07,TRADED,,2,CROSSOVER,SHORT,2022-09-07T10:00:00+05:30,2022-09-07T10:15:00+05:30,17577.3,17592.80,17546.30,2022-09-07T10:30:00+05:30,17580.8,reversal_exit,17655.98,17656.28,-3.50,-227.50,0,
2022-09-07,2022-09-07,2022-09-07,TRADED,,2,CROSSOVER,LONG,2022-09-07T10:15:00+05:30,2022-09-07T10:30:00+05:30,17580.8,17563.30,17615.80,2022-09-07T10:45:00+05:30,17563.30,stop_loss,17655.20,17654.82,-17.50,-1137.50,0,
2022-09-07,2022-09-07,2022-09-07,TRADED,,2,CROSSOVER,SHORT,2022-09-07T10:45:00+05:30,2022-09-07T11:00:00+05:30,17549.3,17573.80,17500.30,2022-09-07T11:45:00+05:30,17573.80,stop_loss,17650.26,17651.80,-24.50,-1592.50,0,
2022-09-08,2022-09-08,2022-09-08,TRADED,,2,CROSSOVER,LONG,2022-09-08T10:45:00+05:30,2022-09-08T11:00:00+05:30,17750.9,17734.60,17783.50,2022-09-08T11:15:00+05:30,17734.60,stop_loss,17654.00,17652.13,-16.30,-1059.50,0,
2022-09-14,2022-09-14,2022-09-14,TRADED,,2,CROSSOVER,SHORT,2022-09-14T12:30:00+05:30,2022-09-14T12:45:00+05:30,18041.8,18046.10,18033.20,2022-09-14T12:45:00+05:30,18046.10,stop_loss,18006.01,18007.02,-4.30,-279.50,0,Stop and target both hit inside one candle; conservative stop-first fill applied.
2022-09-21,2022-09-20,2022-09-21,TRADED,,2,CROSSOVER,LONG,2022-09-20T09:15:00+05:30,2022-09-20T09:30:00+05:30,17811.5,17744.40,17945.70,2022-09-21T10:00:00+05:30,17744.40,stop_loss,17633.60,17631.99,-67.10,-4361.50,1,
2022-09-21,2022-09-21,2022-09-21,TRADED,,2,CROSSOVER,SHORT,2022-09-21T13:15:00+05:30,2022-09-21T13:30:00+05:30,17721.4,17730.10,17704.00,2022-09-21T13:30:00+05:30,17730.10,stop_loss,17789.42,17791.37,-8.70,-565.50,0,
2022-09-30,2022-09-30,2022-09-30,TRADED,,2,CROSSOVER,LONG,2022-09-30T13:15:00+05:30,2022-09-30T13:30:00+05:30,17094.1,17071.30,17139.70,2022-09-30T13:45:00+05:30,17139.70,target,16916.60,16914.88,45.60,2964.00,0,
2022-10-03,2022-10-03,2022-10-03,TRADED,,2,PULLBACK_REENTRY,LONG,2022-10-03T11:30:00+05:30,2022-10-03T11:45:00+05:30,17056.5,17023.20,17123.10,2022-10-03T11:45:00+05:30,17023.20,stop_loss,17053.40,16958.32,-33.30,-2164.50,0,
2022-10-03,2022-10-03,2022-10-03,TRADED,,2,CROSSOVER,SHORT,2022-10-03T15:00:00+05:30,2022-10-03T15:15:00+05:30,16892.8,16901.20,16876.00,2022-10-03T15:15:00+05:30,16876.00,target,16986.37,16992.66,16.80,1092.00,0,
2022-10-04,2022-10-04,2022-10-04,TRADED,,2,CROSSOVER,LONG,2022-10-04T11:00:00+05:30,2022-10-04T11:15:00+05:30,17218.8,17191.40,17273.60,2022-10-04T15:00:00+05:30,17273.60,target,17052.44,17049.38,54.80,3562.00,0,
2022-10-07,2022-10-07,2022-10-07,SKIPPED,entry_open_beyond_stop,2,CROSSOVER,SHORT,2022-10-07T12:15:00+05:30,,,,,,,,17315.56,17318.99,0.00,0.00,0,Entry open 17249.1 invalidated the SHORT setup stop 17248.70.
2022-10-14,2022-10-14,2022-10-14,TRADED,,2,CROSSOVER,LONG,2022-10-14T10:15:00+05:30,2022-10-14T10:30:00+05:30,17269.8,17264.80,17279.80,2022-10-14T10:30:00+05:30,17264.80,stop_loss,17070.70,17067.28,-5.00,-325.00,0,
2022-10-17,2022-10-17,2022-10-17,TRADED,,2,CROSSOVER,SHORT,2022-10-17T14:15:00+05:30,2022-10-17T14:30:00+05:30,17300.6,17307.90,17286.00,2022-10-17T14:30:00+05:30,17307.90,stop_loss,17245.91,17247.93,-7.30,-474.50,0,
2022-10-19,2022-10-18,2022-10-19,TRADED,,2,CROSSOVER,LONG,2022-10-18T09:15:00+05:30,2022-10-18T09:30:00+05:30,17478.6,17434.10,17567.60,2022-10-19T09:15:00+05:30,17568.2,gap_target,17277.98,17273.82,89.60,5824.00,1,
2022-10-19,2022-10-19,2022-10-19,TRADED,,2,PULLBACK_REENTRY,LONG,2022-10-19T12:45:00+05:30,2022-10-19T13:00:00+05:30,17530.2,17512.40,17565.80,2022-10-19T13:00:00+05:30,17512.40,stop_loss,17530.03,17473.94,-17.80,-1157.00,0,
2022-10-20,2022-10-20,2022-10-20,TRADED,,2,CROSSOVER,SHORT,2022-10-20T11:15:00+05:30,2022-10-20T11:30:00+05:30,17484.2,17489.70,17473.20,2022-10-20T11:30:00+05:30,17489.70,stop_loss,17510.98,17513.98,-5.50,-357.50,0,
2022-10-21,2022-10-21,2022-10-21,TRADED,,2,CROSSOVER,LONG,2022-10-21T10:15:00+05:30,2022-10-21T10:30:00+05:30,17633.8,17623.80,17653.80,2022-10-21T11:30:00+05:30,17653.80,target,17532.89,17529.64,20.00,1300.00,0,
2022-10-21,2022-10-21,2022-10-21,TRADED,,2,PULLBACK_REENTRY,LONG,2022-10-21T13:45:00+05:30,2022-10-21T14:00:00+05:30,17602.0,17593.00,17620.00,2022-10-21T14:00:00+05:30,17593.00,stop_loss,17614.13,17554.32,-9.00,-585.00,0,
2022-11-02,2022-11-02,2022-11-02,TRADED,,2,CROSSOVER,SHORT,2022-11-02T14:15:00+05:30,2022-11-02T14:30:00+05:30,18065.3,18076.80,18042.30,2022-11-02T14:30:00+05:30,18076.80,stop_loss,18102.21,18105.04,-11.50,-747.50,0,
2022-11-07,2022-11-04,2022-11-07,TRADED,,2,CROSSOVER,LONG,2022-11-04T15:00:00+05:30,2022-11-04T15:15:00+05:30,18123.3,18075.30,18219.30,2022-11-07T09:15:00+05:30,18219.30,target,18052.07,18051.24,96.00,6240.00,3,
2022-11-07,2022-11-07,2022-11-07,TRADED,,2,PULLBACK_REENTRY,LONG,2022-11-07T14:00:00+05:30,2022-11-07T14:15:00+05:30,18126.3,18107.80,18163.30,2022-11-07T14:30:00+05:30,18163.30,target,18125.18,18084.75,37.00,2405.00,0,
2022-11-09,2022-11-09,2022-11-09,TRADED,,2,PULLBACK_REENTRY,LONG,2022-11-09T13:30:00+05:30,2022-11-09T13:45:00+05:30,18192.2,18175.20,18226.20,2022-11-09T14:30:00+05:30,18175.20,stop_loss,18187.34,18153.75,-17.00,-1105.00,0,
2022-11-10,2022-11-10,2022-11-10,TRADED,,2,CROSSOVER,SHORT,2022-11-10T10:15:00+05:30,2022-11-10T10:30:00+05:30,18035.9,18044.50,18018.70,2022-11-10T10:30:00+05:30,18044.50,stop_loss,18150.74,18152.88,-8.60,-559.00,0,
2022-11-11,2022-11-11,2022-11-11,TRADED,,2,CROSSOVER,LONG,2022-11-11T11:30:00+05:30,2022-11-11T11:45:00+05:30,18321.1,18304.60,18354.10,2022-11-11T14:15:00+05:30,18354.10,target,18123.96,18122.15,33.00,2145.00,0,
2022-11-14,2022-11-14,2022-11-14,TRADED,,2,PULLBACK_REENTRY,LONG,2022-11-14T10:30:00+05:30,2022-11-14T10:45:00+05:30,18346.2,18327.20,18384.20,2022-11-14T12:00:00+05:30,18327.20,stop_loss,18338.03,18209.04,-19.00,-1235.00,0,
2022-11-15,2022-11-15,2022-11-15,TRADED,,2,CROSSOVER,SHORT,2022-11-15T10:30:00+05:30,2022-11-15T10:45:00+05:30,18292.2,18301.30,18274.00,2022-11-15T10:45:00+05:30,18301.30,stop_loss,18334.86,18336.45,-9.10,-591.50,0,
2022-11-16,2022-11-16,2022-11-16,TRADED,,2,CROSSOVER,LONG,2022-11-16T10:15:00+05:30,2022-11-16T10:30:00+05:30,18401.8,18393.80,18417.80,2022-11-16T10:30:00+05:30,18417.80,target,18339.23,18338.15,16.00,1040.00,0,
2022-11-16,2022-11-16,2022-11-16,TRADED,,2,PULLBACK_REENTRY,LONG,2022-11-16T15:00:00+05:30,2022-11-16T15:15:00+05:30,18412.7,18399.80,18438.50,2022-11-16T15:15:00+05:30,18399.80,stop_loss,18405.13,18363.46,-12.90,-838.50,0,
2022-11-17,2022-11-17,2022-11-17,TRADED,,2,CROSSOVER,SHORT,2022-11-17T13:00:00+05:30,2022-11-17T13:15:00+05:30,18390.5,18396.90,18377.70,2022-11-17T13:15:00+05:30,18396.90,stop_loss,18386.90,18387.06,-6.40,-416.00,0,
2022-11-22,2022-11-22,2022-11-22,TRADED,,2,CROSSOVER,LONG,2022-11-22T13:45:00+05:30,2022-11-22T14:00:00+05:30,18220.6,18202.20,18257.40,2022-11-22T14:30:00+05:30,18202.20,stop_loss,18193.60,18191.60,-18.40,-1196.00,0,
2022-12-02,2022-12-02,2022-12-02,TRADED,,2,CROSSOVER,SHORT,2022-12-02T12:15:00+05:30,2022-12-02T12:30:00+05:30,18649.0,18657.40,18632.20,2022-12-02T12:30:00+05:30,18657.40,stop_loss,18753.06,18759.43,-8.40,-546.00,0,
2022-12-09,2022-12-09,2022-12-09,TRADED,,2,CROSSOVER,LONG,2022-12-09T10:00:00+05:30,2022-12-09T10:15:00+05:30,18611.1,18609.20,18614.90,2022-12-09T10:15:00+05:30,18609.20,stop_loss,18590.94,18590.60,-1.90,-123.50,0,
2022-12-09,2022-12-09,2022-12-09,TRADED,,2,CROSSOVER,SHORT,2022-12-09T12:15:00+05:30,2022-12-09T12:30:00+05:30,18553.4,18568.60,18523.00,2022-12-09T12:30:00+05:30,18523.00,target,18583.88,18583.89,30.40,1976.00,0,
2022-12-12,2022-12-12,2022-12-12,TRADED,,2,PULLBACK_REENTRY,SHORT,2022-12-12T12:45:00+05:30,2022-12-12T13:00:00+05:30,18485.9,18502.60,18452.50,2022-12-12T13:15:00+05:30,18452.50,target,18478.47,18527.95,33.40,2171.00,0,
2022-12-13,2022-12-13,2022-12-13,TRADED,,2,CROSSOVER,LONG,2022-12-13T11:00:00+05:30,2022-12-13T11:15:00+05:30,18553.0,18540.20,18578.60,2022-12-13T11:15:00+05:30,18578.60,target,18492.81,18491.74,25.60,1664.00,0,
2022-12-14,2022-12-14,2022-12-14,TRADED,,2,PULLBACK_REENTRY,LONG,2022-12-14T14:45:00+05:30,2022-12-14T15:00:00+05:30,18669.2,18644.60,18718.40,2022-12-14T15:15:00+05:30,18644.60,stop_loss,18664.42,18612.52,-24.60,-1599.00,0,
2022-12-15,2022-12-15,2022-12-15,TRADED,,2,CROSSOVER,SHORT,2022-12-15T11:45:00+05:30,2022-12-15T12:00:00+05:30,18552.5,18570.30,18516.90,2022-12-15T12:45:00+05:30,18516.90,target,18625.37,18625.79,35.60,2314.00,0,
2022-12-16,2022-12-16,2022-12-16,TRADED,,2,PULLBACK_REENTRY,SHORT,2022-12-16T12:45:00+05:30,2022-12-16T13:00:00+05:30,18384.1,18410.10,18332.10,2022-12-16T13:45:00+05:30,18332.10,target,18397.65,18499.90,52.00,3380.00,0,
2022-12-19,2022-12-19,2022-12-19,TRADED,,2,PULLBACK_REENTRY,SHORT,2022-12-19T10:45:00+05:30,2022-12-19T11:00:00+05:30,18326.1,18358.80,18260.70,2022-12-19T11:30:00+05:30,18358.80,stop_loss,18325.98,18394.39,-32.70,-2125.50,0,
2022-12-20,2022-12-19,2022-12-20,TRADED,,2,CROSSOVER,LONG,2022-12-19T14:45:00+05:30,2022-12-19T15:00:00+05:30,18407.3,18384.70,18452.50,2022-12-20T09:15:00+05:30,18340.3,gap_stop,18344.18,18343.82,-67.00,-4355.00,1,
2022-12-20,2022-12-20,2022-12-20,TRADED,,2,CROSSOVER,SHORT,2022-12-20T11:15:00+05:30,2022-12-20T11:30:00+05:30,18222.3,18234.10,18198.70,2022-12-20T12:00:00+05:30,18234.10,stop_loss,18324.94,18326.23,-11.80,-767.00,0,
2022-12-21,2022-12-21,2022-12-21,TRADED,,2,CROSSOVER,LONG,2022-12-21T11:30:00+05:30,2022-12-21T11:45:00+05:30,18378.2,18357.20,18420.20,2022-12-21T12:00:00+05:30,18357.20,stop_loss,18328.49,18323.55,-21.00,-1365.00,0,
2022-12-22,2022-12-22,2022-12-22,TRADED,,2,CROSSOVER,SHORT,2022-12-22T09:45:00+05:30,2022-12-22T10:00:00+05:30,18230.7,18258.30,18175.50,2022-12-22T10:00:00+05:30,18175.50,target,18286.70,18288.06,55.20,3588.00,0,
2022-12-23,2022-12-22,2022-12-23,TRADED,,2,PULLBACK_REENTRY,SHORT,2022-12-22T14:15:00+05:30,2022-12-22T14:30:00+05:30,18145.8,18182.80,18071.80,2022-12-23T09:15:00+05:30,17977.7,gap_target,18148.34,18240.82,168.10,10926.50,1,
2022-12-26,2022-12-26,2022-12-26,TRADED,,2,CROSSOVER,LONG,2022-12-26T14:15:00+05:30,2022-12-26T14:30:00+05:30,18029.6,18004.90,18079.00,2022-12-26T14:45:00+05:30,18079.00,target,17948.33,17947.92,49.40,3211.00,0,
