entry_date,status,skip_reason,next_trading_day,signal_timestamp,signal_close,spot_sma_25,signal_relation,direction,entry_price_points,exit_timestamp,exit_open_points,points_pnl,rupees_pnl,remarks
2022-06-13,TRADED,,2022-06-14,2022-06-13T15:15:00+05:30,15801.0,15769.35,ABOVE_SMA,LONG,15801.0,2022-06-14T09:15:00+05:30,15674.2,-126.80,-8242.00,
2022-06-14,TRADED,,2022-06-15,2022-06-14T15:15:00+05:30,15742.0,15765.81,BELOW_SMA,SHORT,15742.0,2022-06-15T09:15:00+05:30,15729.2,12.80,832.00,
2022-06-15,TRADED,,2022-06-16,2022-06-15T15:15:00+05:30,15682.9,15730.44,BELOW_SMA,SHORT,15682.9,2022-06-16T09:15:00+05:30,15832.2,-149.30,-9704.50,
2022-06-16,TRADED,,2022-06-17,2022-06-16T15:15:00+05:30,15348.2,15564.85,BELOW_SMA,SHORT,15348.2,2022-06-17T09:15:00+05:30,15272.7,75.50,4907.50,
2022-06-17,TRADED,,2022-06-20,2022-06-17T15:15:00+05:30,15335.6,15296.14,ABOVE_SMA,LONG,15335.6,2022-06-20T09:15:00+05:30,15334.5,-1.10,-71.50,
2022-06-20,TRADED,,2022-06-21,2022-06-20T15:15:00+05:30,15368.9,15303.75,ABOVE_SMA,LONG,15368.9,2022-06-21T09:15:00+05:30,15456.0,87.10,5661.50,
2022-06-21,TRADED,,2022-06-22,2022-06-21T15:15:00+05:30,15634.2,15610.24,ABOVE_SMA,LONG,15634.2,2022-06-22T09:15:00+05:30,15545.7,-88.50,-5752.50,
2022-06-22,TRADED,,2022-06-23,2022-06-22T15:15:00+05:30,15401.1,15450.70,BELOW_SMA,SHORT,15401.1,2022-06-23T09:15:00+05:30,15451.5,-50.40,-3276.00,
2022-06-23,TRADED,,2022-06-24,2022-06-23T15:15:00+05:30,15577.5,15537.05,ABOVE_SMA,LONG,15577.5,2022-06-24T09:15:00+05:30,15657.4,79.90,5193.50,
2022-06-24,TRADED,,2022-06-27,2022-06-24T15:15:00+05:30,15699.0,15678.36,ABOVE_SMA,LONG,15699.0,2022-06-27T09:15:00+05:30,15926.2,227.20,14768.00,
2022-06-27,TRADED,,2022-06-28,2022-06-27T15:15:00+05:30,15836.1,15872.23,BELOW_SMA,SHORT,15836.1,2022-06-28T09:15:00+05:30,15757.5,78.60,5109.00,
2022-06-28,TRADED,,2022-06-29,2022-06-28T15:15:00+05:30,15874.8,15782.00,ABOVE_SMA,LONG,15874.8,2022-06-29T09:15:00+05:30,15701.7,-173.10,-11251.50,
2022-06-29,TRADED,,2022-06-30,2022-06-29T15:15:00+05:30,15783.3,15795.51,BELOW_SMA,SHORT,15783.3,2022-06-30T09:15:00+05:30,15774.5,8.80,572.00,
2022-06-30,TRADED,,2022-07-01,2022-06-30T15:15:00+05:30,15735.9,15807.32,BELOW_SMA,SHORT,15735.9,2022-07-01T09:15:00+05:30,15703.7,32.20,2093.00,
2022-07-01,TRADED,,2022-07-04,2022-07-01T15:15:00+05:30,15764.0,15654.06,ABOVE_SMA,LONG,15764.0,2022-07-04T09:15:00+05:30,15710.5,-53.50,-3477.50,
2022-07-04,TRADED,,2022-07-05,2022-07-04T15:15:00+05:30,15829.2,15756.93,ABOVE_SMA,LONG,15829.2,2022-07-05T09:15:00+05:30,15909.2,80.00,5200.00,
2022-07-05,TRADED,,2022-07-06,2022-07-05T15:15:00+05:30,15800.0,15945.16,BELOW_SMA,SHORT,15800.0,2022-07-06T09:15:00+05:30,15818.2,-18.20,-1183.00,
2022-07-06,TRADED,,2022-07-07,2022-07-06T15:15:00+05:30,16008.0,15922.68,ABOVE_SMA,LONG,16008.0,2022-07-07T09:15:00+05:30,16113.8,105.80,6877.00,
2022-07-07,TRADED,,2022-07-08,2022-07-07T15:15:00+05:30,16138.9,16103.98,ABOVE_SMA,LONG,16138.9,2022-07-08T09:15:00+05:30,16273.7,134.80,8762.00,
2022-07-08,TRADED,,2022-07-11,2022-07-08T15:15:00+05:30,16217.5,16198.02,ABOVE_SMA,LONG,16217.5,2022-07-11T09:15:00+05:30,16136.2,-81.30,-5284.50,
2022-07-11,TRADED,,2022-07-12,2022-07-11T15:15:00+05:30,16199.0,16170.85,ABOVE_SMA,LONG,16199.0,2022-07-12T09:15:00+05:30,16126.2,-72.80,-4732.00,
2022-07-12,TRADED,,2022-07-13,2022-07-12T15:15:00+05:30,16037.8,16114.21,BELOW_SMA,SHORT,16037.8,2022-07-13T09:15:00+05:30,16128.2,-90.40,-5876.00,
2022-07-13,TRADED,,2022-07-14,2022-07-13T15:15:00+05:30,15975.8,16045.09,BELOW_SMA,SHORT,15975.8,2022-07-14T09:15:00+05:30,16018.8,-43.00,-2795.00,
2022-07-14,TRADED,,2022-07-15,2022-07-14T15:15:00+05:30,15948.0,15967.23,BELOW_SMA,SHORT,15948.0,2022-07-15T09:15:00+05:30,16010.8,-62.80,-4082.00,
2022-07-15,TRADED,,2022-07-18,2022-07-15T15:15:00+05:30,16052.8,15981.42,ABOVE_SMA,LONG,16052.8,2022-07-18T09:15:00+05:30,16152.3,99.50,6467.50,
2022-07-18,TRADED,,2022-07-19,2022-07-18T15:15:00+05:30,16281.4,16215.88,ABOVE_SMA,LONG,16281.4,2022-07-19T09:15:00+05:30,16187.0,-94.40,-6136.00,
2022-07-19,TRADED,,2022-07-20,2022-07-19T15:15:00+05:30,16329.3,16301.10,ABOVE_SMA,LONG,16329.3,2022-07-20T09:15:00+05:30,16562.8,233.50,15177.50,
2022-07-20,TRADED,,2022-07-21,2022-07-20T15:15:00+05:30,16495.8,16545.28,BELOW_SMA,SHORT,16495.8,2022-07-21T09:15:00+05:30,16523.6,-27.80,-1807.00,
2022-07-21,TRADED,,2022-07-22,2022-07-21T15:15:00+05:30,16609.8,16564.70,ABOVE_SMA,LONG,16609.8,2022-07-22T09:15:00+05:30,16661.2,51.40,3341.00,
2022-07-22,TRADED,,2022-07-25,2022-07-22T15:15:00+05:30,16714.3,16679.59,ABOVE_SMA,LONG,16714.3,2022-07-25T09:15:00+05:30,16662.6,-51.70,-3360.50,
2022-07-25,TRADED,,2022-07-26,2022-07-25T15:15:00+05:30,16610.1,16617.73,BELOW_SMA,SHORT,16610.1,2022-07-26T09:15:00+05:30,16632.9,-22.80,-1482.00,
2022-07-26,TRADED,,2022-07-27,2022-07-26T15:15:00+05:30,16466.6,16523.02,BELOW_SMA,SHORT,16466.6,2022-07-27T09:15:00+05:30,16475.3,-8.70,-565.50,
2022-07-27,TRADED,,2022-07-28,2022-07-27T15:15:00+05:30,16642.8,16563.22,ABOVE_SMA,LONG,16642.8,2022-07-28T09:15:00+05:30,16774.8,132.00,8580.00,
2022-07-28,TRADED,,2022-07-29,2022-07-28T15:15:00+05:30,16922.1,16876.90,ABOVE_SMA,LONG,16922.1,2022-07-29T09:15:00+05:30,17079.5,157.40,10231.00,
2022-07-29,TRADED,,2022-08-01,2022-07-29T15:15:00+05:30,17157.9,17101.81,ABOVE_SMA,LONG,17157.9,2022-08-01T09:15:00+05:30,17243.2,85.30,5544.50,
2022-08-01,TRADED,,2022-08-02,2022-08-01T15:15:00+05:30,17332.3,17284.21,ABOVE_SMA,LONG,17332.3,2022-08-02T09:15:00+05:30,17310.2,-22.10,-1436.50,
2022-08-02,TRADED,,2022-08-03,2022-08-02T15:15:00+05:30,17294.8,17291.61,ABOVE_SMA,LONG,17294.8,2022-08-03T09:15:00+05:30,17349.2,54.40,3536.00,
2022-08-03,TRADED,,2022-08-04,2022-08-03T15:15:00+05:30,17392.9,17293.48,ABOVE_SMA,LONG,17392.9,2022-08-04T09:15:00+05:30,17463.1,70.20,4563.00,
2022-08-04,TRADED,,2022-08-05,2022-08-04T15:15:00+05:30,17364.0,17350.00,ABOVE_SMA,LONG,17364.0,2022-08-05T09:15:00+05:30,17423.7,59.70,3880.50,
2022-08-05,TRADED,,2022-08-08,2022-08-05T15:15:00+05:30,17389.1,17422.45,BELOW_SMA,SHORT,17389.1,2022-08-08T09:15:00+05:30,17401.5,-12.40,-806.00,
2022-08-08,TRADED,,2022-08-10,2022-08-08T15:15:00+05:30,17527.8,17490.33,ABOVE_SMA,LONG,17527.8,2022-08-10T09:15:00+05:30,17566.1,38.30,2489.50,
2022-08-10,TRADED,,2022-08-11,2022-08-10T15:15:00+05:30,17523.8,17512.09,ABOVE_SMA,LONG,17523.8,2022-08-11T09:15:00+05:30,17711.7,187.90,12213.50,
2022-08-11,TRADED,,2022-08-12,2022-08-11T15:15:00+05:30,17638.7,17668.29,BELOW_SMA,SHORT,17638.7,2022-08-12T09:15:00+05:30,17659.7,-21.00,-1365.00,
2022-08-12,TRADED,,2022-08-16,2022-08-12T15:15:00+05:30,17698.7,17682.31,ABOVE_SMA,LONG,17698.7,2022-08-16T09:15:00+05:30,17797.2,98.50,6402.50,
2022-08-16,TRADED,,2022-08-17,2022-08-16T15:15:00+05:30,17828.3,17805.82,ABOVE_SMA,LONG,17828.3,2022-08-17T09:15:00+05:30,17868.2,39.90,2593.50,
2022-08-17,TRADED,,2022-08-18,2022-08-17T15:15:00+05:30,17929.1,17925.13,ABOVE_SMA,LONG,17929.1,2022-08-18T09:15:00+05:30,17898.7,-30.40,-1976.00,
2022-08-18,TRADED,,2022-08-19,2022-08-18T15:15:00+05:30,17964.4,17908.35,ABOVE_SMA,LONG,17964.4,2022-08-19T09:15:00+05:30,17966.6,2.20,143.00,
2022-08-19,TRADED,,2022-08-22,2022-08-19T15:15:00+05:30,17726.9,17834.69,BELOW_SMA,SHORT,17726.9,2022-08-22T09:15:00+05:30,17682.9,44.00,2860.00,
2022-08-22,TRADED,,2022-08-23,2022-08-22T15:15:00+05:30,17494.3,17556.28,BELOW_SMA,SHORT,17494.3,2022-08-23T09:15:00+05:30,17357.3,137.00,8905.00,
2022-08-23,TRADED,,2022-08-24,2022-08-23T15:15:00+05:30,17623.3,17519.77,ABOVE_SMA,LONG,17623.3,2022-08-24T09:15:00+05:30,17525.4,-97.90,-6363.50,
2022-08-24,TRADED,,2022-08-25,2022-08-24T15:15:00+05:30,17607.6,17572.20,ABOVE_SMA,LONG,17607.6,2022-08-25T09:15:00+05:30,17679.0,71.40,4641.00,
2022-08-25,TRADED,,2022-08-26,2022-08-25T15:15:00+05:30,17508.2,17670.66,BELOW_SMA,SHORT,17508.2,2022-08-26T09:15:00+05:30,17619.3,-111.10,-7221.50,
2022-08-26,TRADED,,2022-08-29,2022-08-26T15:15:00+05:30,17582.9,17605.26,BELOW_SMA,SHORT,17582.9,2022-08-29T09:15:00+05:30,17188.7,394.20,25623.00,
2022-08-29,TRADED,,2022-08-30,2022-08-29T15:15:00+05:30,17339.1,17320.78,ABOVE_SMA,LONG,17339.1,2022-08-30T09:15:00+05:30,17414.9,75.80,4927.00,
2022-08-30,TRADED,,2022-09-01,2022-08-30T15:15:00+05:30,17744.2,17594.39,ABOVE_SMA,LONG,17744.2,2022-09-01T09:15:00+05:30,17485.7,-258.50,-16802.50,
2022-09-01,TRADED,,2022-09-02,2022-09-01T15:15:00+05:30,17563.2,17592.10,BELOW_SMA,SHORT,17563.2,2022-09-02T09:15:00+05:30,17598.4,-35.20,-2288.00,
2022-09-02,TRADED,,2022-09-05,2022-09-02T15:15:00+05:30,17527.8,17555.22,BELOW_SMA,SHORT,17527.8,2022-09-05T09:15:00+05:30,17546.4,-18.60,-1209.00,
2022-09-05,TRADED,,2022-09-06,2022-09-05T15:15:00+05:30,17653.9,17648.44,ABOVE_SMA,LONG,17653.9,2022-09-06T09:15:00+05:30,17695.7,41.80,2717.00,
2022-09-06,TRADED,,2022-09-07,2022-09-06T15:15:00+05:30,17651.6,17672.87,BELOW_SMA,SHORT,17651.6,2022-09-07T09:15:00+05:30,17519.4,132.20,8593.00,
2022-09-07,TRADED,,2022-09-08,2022-09-07T15:15:00+05:30,17629.5,17600.10,ABOVE_SMA,LONG,17629.5,2022-09-08T09:15:00+05:30,17748.2,118.70,7715.50,
2022-09-08,TRADED,,2022-09-09,2022-09-08T15:15:00+05:30,17800.1,17755.90,ABOVE_SMA,LONG,17800.1,2022-09-09T09:15:00+05:30,17923.3,123.20,8008.00,
2022-09-09,TRADED,,2022-09-12,2022-09-09T15:15:00+05:30,17829.3,17860.54,BELOW_SMA,SHORT,17829.3,2022-09-12T09:15:00+05:30,17890.8,-61.50,-3997.50,
2022-09-12,TRADED,,2022-09-13,2022-09-12T15:15:00+05:30,17931.6,17949.65,BELOW_SMA,SHORT,17931.6,2022-09-13T09:15:00+05:30,18044.4,-112.80,-7332.00,
2022-09-13,TRADED,,2022-09-14,2022-09-13T15:15:00+05:30,18066.5,18061.70,ABOVE_SMA,LONG,18066.5,2022-09-14T09:15:00+05:30,17771.2,-295.30,-19194.50,
2022-09-14,TRADED,,2022-09-15,2022-09-14T15:15:00+05:30,18000.7,17993.42,ABOVE_SMA,LONG,18000.7,2022-09-15T09:15:00+05:30,18046.3,45.60,2964.00,
2022-09-15,TRADED,,2022-09-16,2022-09-15T15:15:00+05:30,17872.3,17926.60,BELOW_SMA,SHORT,17872.3,2022-09-16T09:15:00+05:30,17796.8,75.50,4907.50,
2022-09-16,TRADED,,2022-09-19,2022-09-16T15:15:00+05:30,17550.1,17643.09,BELOW_SMA,SHORT,17550.1,2022-09-19T09:15:00+05:30,17540.7,9.40,611.00,
2022-09-19,TRADED,,2022-09-20,2022-09-19T15:15:00+05:30,17631.8,17619.76,ABOVE_SMA,LONG,17631.8,2022-09-20T09:15:00+05:30,17770.4,138.60,9009.00,
2022-09-20,TRADED,,2022-09-21,2022-09-20T15:15:00+05:30,17791.2,17864.64,BELOW_SMA,SHORT,17791.2,2022-09-21T09:15:00+05:30,17766.3,24.90,1618.50,
2022-09-21,TRADED,,2022-09-22,2022-09-21T15:15:00+05:30,17715.9,17754.16,BELOW_SMA,SHORT,17715.9,2022-09-22T09:15:00+05:30,17609.7,106.20,6903.00,
2022-09-22,TRADED,,2022-09-23,2022-09-22T15:15:00+05:30,17635.9,17628.53,ABOVE_SMA,LONG,17635.9,2022-09-23T09:15:00+05:30,17593.8,-42.10,-2736.50,
2022-09-23,TRADED,,2022-09-26,2022-09-23T15:15:00+05:30,17332.2,17413.91,BELOW_SMA,SHORT,17332.2,2022-09-26T09:15:00+05:30,17156.3,175.90,11433.50,
2022-09-26,TRADED,,2022-09-27,2022-09-26T15:15:00+05:30,17027.8,17068.07,BELOW_SMA,SHORT,17027.8,2022-09-27T09:15:00+05:30,17110.9,-83.10,-5401.50,
2022-09-27,TRADED,,2022-09-28,2022-09-27T15:15:00+05:30,17043.4,17041.71,ABOVE_SMA,LONG,17043.4,2022-09-28T09:15:00+05:30,16870.6,-172.80,-11232.00,
2022-09-28,TRADED,,2022-09-29,2022-09-28T15:15:00+05:30,16826.2,16942.24,BELOW_SMA,SHORT,16826.2,2022-09-29T09:15:00+05:30,16993.6,-167.40,-10881.00,
2022-09-29,TRADED,,2022-09-30,2022-09-29T15:15:00+05:30,16842.9,16892.68,BELOW_SMA,SHORT,16842.9,2022-09-30T09:15:00+05:30,16798.1,44.80,2912.00,
2022-09-30,TRADED,,2022-10-03,2022-09-30T15:15:00+05:30,17107.2,17009.52,ABOVE_SMA,LONG,17107.2,2022-10-03T09:15:00+05:30,17102.1,-5.10,-331.50,
2022-10-03,TRADED,,2022-10-04,2022-10-03T15:15:00+05:30,16876.0,16977.12,BELOW_SMA,SHORT,16876.0,2022-10-04T09:15:00+05:30,17147.4,-271.40,-17641.00,
2022-10-04,TRADED,,2022-10-06,2022-10-04T15:15:00+05:30,17277.4,17237.93,ABOVE_SMA,LONG,17277.4,2022-10-06T09:15:00+05:30,17379.2,101.80,6617.00,
2022-10-06,TRADED,,2022-10-07,2022-10-06T15:15:00+05:30,17316.3,17377.29,BELOW_SMA,SHORT,17316.3,2022-10-07T09:15:00+05:30,17287.2,29.10,1891.50,
2022-10-07,TRADED,,2022-10-10,2022-10-07T15:15:00+05:30,17316.2,17276.48,ABOVE_SMA,LONG,17316.2,2022-10-10T09:15:00+05:30,17094.3,-221.90,-14423.50,
2022-10-10,TRADED,,2022-10-11,2022-10-10T15:15:00+05:30,17252.4,17176.60,ABOVE_SMA,LONG,17252.4,2022-10-11T09:15:00+05:30,17256.1,3.70,240.50,
2022-10-11,TRADED,,2022-10-12,2022-10-11T15:15:00+05:30,16964.2,17130.18,BELOW_SMA,SHORT,16964.2,2022-10-12T09:15:00+05:30,17025.6,-61.40,-3991.00,
2022-10-12,TRADED,,2022-10-13,2022-10-12T15:15:00+05:30,17129.1,17062.93,ABOVE_SMA,LONG,17129.1,2022-10-13T09:15:00+05:30,17087.3,-41.80,-2717.00,
2022-10-13,TRADED,,2022-10-14,2022-10-13T15:15:00+05:30,17017.8,17023.14,BELOW_SMA,SHORT,17017.8,2022-10-14T09:15:00+05:30,17322.3,-304.50,-19792.50,
2022-10-14,TRADED,,2022-10-17,2022-10-14T15:15:00+05:30,17200.3,17276.31,BELOW_SMA,SHORT,17200.3,2022-10-17T09:15:00+05:30,17144.8,55.50,3607.50,
2022-10-17,TRADED,,2022-10-18,2022-10-17T15:15:00+05:30,17320.6,17263.85,ABOVE_SMA,LONG,17320.6,2022-10-18T09:15:00+05:30,17438.8,118.20,7683.00,
2022-10-18,TRADED,,2022-10-19,2022-10-18T15:15:00+05:30,17490.6,17485.81,ABOVE_SMA,LONG,17490.6,2022-10-19T09:15:00+05:30,17568.2,77.60,5044.00,
2022-10-19,TRADED,,2022-10-20,2022-10-19T15:15:00+05:30,17518.8,17549.11,BELOW_SMA,SHORT,17518.8,2022-10-20T09:15:00+05:30,17423.1,95.70,6220.50,
2022-10-20,TRADED,,2022-10-21,2022-10-20T15:15:00+05:30,17565.2,17496.91,ABOVE_SMA,LONG,17565.2,2022-10-21T09:15:00+05:30,17622.8,57.60,3744.00,
2022-10-21,SKIPPED,missing_exit_timestamp,2022-10-24,2022-10-21T15:15:00+05:30,17583.8,17619.88,,,17583.8,2022-10-24T09:15:00+05:30,,0.00,0.00,Missing NIFTY exit timestamp 2022-10-24T09:15:00+05:30
2022-10-24,SKIPPED,missing_signal_timestamp,,2022-10-24T15:15:00+05:30,,,,,,,,0.00,0.00,Missing NIFTY signal timestamp 2022-10-24T15:15:00+05:30
2022-10-25,TRADED,,2022-10-27,2022-10-25T15:15:00+05:30,17642.7,17695.59,BELOW_SMA,SHORT,17642.7,2022-10-27T09:15:00+05:30,17771.4,-128.70,-8365.50,
2022-10-27,TRADED,,2022-10-28,2022-10-27T15:15:00+05:30,17758.9,17714.36,ABOVE_SMA,LONG,17758.9,2022-10-28T09:15:00+05:30,17756.4,-2.50,-162.50,
2022-10-28,TRADED,,2022-10-31,2022-10-28T15:15:00+05:30,17795.9,17775.56,ABOVE_SMA,LONG,17795.9,2022-10-31T09:15:00+05:30,17910.2,114.30,7429.50,
2022-10-31,TRADED,,2022-11-01,2022-10-31T15:15:00+05:30,18015.7,17970.61,ABOVE_SMA,LONG,18015.7,2022-11-01T09:15:00+05:30,18130.7,115.00,7475.00,
2022-11-01,TRADED,,2022-11-02,2022-11-01T15:15:00+05:30,18142.8,18129.14,ABOVE_SMA,LONG,18142.8,2022-11-02T09:15:00+05:30,18177.9,35.10,2281.50,
2022-11-02,TRADED,,2022-11-03,2022-11-02T15:15:00+05:30,18072.1,18093.20,BELOW_SMA,SHORT,18072.1,2022-11-03T09:15:00+05:30,17968.3,103.80,6747.00,
2022-11-03,TRADED,,2022-11-04,2022-11-03T15:15:00+05:30,18048.1,18049.45,BELOW_SMA,SHORT,18048.1,2022-11-04T09:15:00+05:30,18053.4,-5.30,-344.50,
2022-11-04,TRADED,,2022-11-07,2022-11-04T15:15:00+05:30,18127.9,18055.26,ABOVE_SMA,LONG,18127.9,2022-11-07T09:15:00+05:30,18211.8,83.90,5453.50,
2022-11-07,TRADED,,2022-11-09,2022-11-07T15:15:00+05:30,18203.3,18142.39,ABOVE_SMA,LONG,18203.3,2022-11-09T09:15:00+05:30,18288.2,84.90,5518.50,
2022-11-09,TRADED,,2022-11-10,2022-11-09T15:15:00+05:30,18121.1,18188.92,BELOW_SMA,SHORT,18121.1,2022-11-10T09:15:00+05:30,18044.3,76.80,4992.00,
2022-11-10,TRADED,,2022-11-11,2022-11-10T15:15:00+05:30,18036.8,18017.17,ABOVE_SMA,LONG,18036.8,2022-11-11T09:15:00+05:30,18272.3,235.50,15307.50,
2022-11-11,TRADED,,2022-11-14,2022-11-11T15:15:00+05:30,18355.3,18322.77,ABOVE_SMA,LONG,18355.3,2022-11-14T09:15:00+05:30,18376.4,21.10,1371.50,
2022-11-14,TRADED,,2022-11-15,2022-11-14T15:15:00+05:30,18320.2,18346.85,BELOW_SMA,SHORT,18320.2,2022-11-15T09:15:00+05:30,18362.8,-42.60,-2769.00,
2022-11-15,TRADED,,2022-11-16,2022-11-15T15:15:00+05:30,18421.6,18325.84,ABOVE_SMA,LONG,18421.6,2022-11-16T09:15:00+05:30,18398.2,-23.40,-1521.00,
2022-11-16,TRADED,,2022-11-17,2022-11-16T15:15:00+05:30,18404.8,18404.46,ABOVE_SMA,LONG,18404.8,2022-11-17T09:15:00+05:30,18358.7,-46.10,-2996.50,
2022-11-17,TRADED,,2022-11-18,2022-11-17T15:15:00+05:30,18333.9,18378.40,BELOW_SMA,SHORT,18333.9,2022-11-18T09:15:00+05:30,18382.9,-49.00,-3185.00,
2022-11-18,TRADED,,2022-11-21,2022-11-18T15:15:00+05:30,18304.3,18263.86,ABOVE_SMA,LONG,18304.3,2022-11-21T09:15:00+05:30,18246.4,-57.90,-3763.50,
2022-11-21,TRADED,,2022-11-22,2022-11-21T15:15:00+05:30,18157.9,18161.48,BELOW_SMA,SHORT,18157.9,2022-11-22T09:15:00+05:30,18179.2,-21.30,-1384.50,
2022-11-22,TRADED,,2022-11-23,2022-11-22T15:15:00+05:30,18251.5,18210.37,ABOVE_SMA,LONG,18251.5,2022-11-23T09:15:00+05:30,18325.2,73.70,4790.50,
2022-11-23,TRADED,,2022-11-24,2022-11-23T15:15:00+05:30,18254.1,18277.07,BELOW_SMA,SHORT,18254.1,2022-11-24T09:15:00+05:30,18326.1,-72.00,-4680.00,
