entry_date,status,skip_reason,signal_timestamp,entry_timestamp,signal_close,direction,entry_price_points,entry_sma_25,exit_candle_timestamp,exit_timestamp,exit_price_points,exit_reason,exit_sma_25,points_pnl,rupees_pnl,remarks
2022-05-11,TRADED,,2022-05-11T14:45:00+05:30,2022-05-11T15:00:00+05:30,16195.3,LONG,16195.3,16140.53,2022-05-11T15:00:00+05:30,2022-05-11T15:15:00+05:30,16140.53,stop_loss_ma_touch,16140.53,-54.77,-3560.05,
2022-05-12,TRADED,,2022-05-12T09:15:00+05:30,2022-05-12T09:30:00+05:30,15907.8,SHORT,15907.8,16120.95,2022-05-12T15:00:00+05:30,2022-05-12T15:15:00+05:30,15817.30,day_close,15864.54,90.50,5882.50,
2022-05-13,TRADED,,2022-05-13T09:15:00+05:30,2022-05-13T09:30:00+05:30,16014.8,LONG,16014.8,15853.80,2022-05-13T14:00:00+05:30,2022-05-13T14:15:00+05:30,15952.70,stop_loss_ma_touch,15952.70,-62.10,-4036.50,
2022-05-13,TRADED,,2022-05-13T14:15:00+05:30,2022-05-13T14:30:00+05:30,15862.3,SHORT,15862.3,15961.97,2022-05-13T15:00:00+05:30,2022-05-13T15:15:00+05:30,15753.00,day_close,15963.17,109.30,7104.50,
2022-05-16,TRADED,,2022-05-16T09:15:00+05:30,2022-05-16T09:30:00+05:30,15886.5,SHORT,15886.5,15955.66,2022-05-16T09:45:00+05:30,2022-05-16T10:00:00+05:30,15954.19,stop_loss_ma_touch,15954.19,-67.69,-4399.85,
2022-05-16,TRADED,,2022-05-16T10:00:00+05:30,2022-05-16T10:15:00+05:30,15943.8,SHORT,15943.8,15957.20,2022-05-16T13:30:00+05:30,2022-05-16T13:45:00+05:30,15878.92,stop_loss_ma_touch,15878.92,64.88,4217.20,
2022-05-16,TRADED,,2022-05-16T13:45:00+05:30,2022-05-16T14:00:00+05:30,15872.7,LONG,15872.7,15866.25,2022-05-16T14:15:00+05:30,2022-05-16T14:30:00+05:30,15863.79,stop_loss_ma_touch,15863.79,-8.91,-579.15,
2022-05-16,TRADED,,2022-05-16T14:30:00+05:30,2022-05-16T14:45:00+05:30,15893.3,LONG,15893.3,15866.72,2022-05-16T14:45:00+05:30,2022-05-16T15:00:00+05:30,15866.72,stop_loss_ma_touch,15866.72,-26.58,-1727.70,
2022-05-17,TRADED,,2022-05-17T09:15:00+05:30,2022-05-17T09:30:00+05:30,15966.8,LONG,15966.8,15876.76,2022-05-17T15:00:00+05:30,2022-05-17T15:15:00+05:30,16248.20,day_close,16109.86,281.40,18291.00,
2022-05-18,TRADED,,2022-05-18T09:15:00+05:30,2022-05-18T09:30:00+05:30,16368.6,LONG,16368.6,16142.66,2022-05-18T12:15:00+05:30,2022-05-18T12:30:00+05:30,16270.10,stop_loss_ma_touch,16270.10,-98.50,-6402.50,
2022-05-18,TRADED,,2022-05-18T12:30:00+05:30,2022-05-18T12:45:00+05:30,16234.0,SHORT,16234.0,16278.59,2022-05-18T13:30:00+05:30,2022-05-18T13:45:00+05:30,16290.94,stop_loss_ma_touch,16290.94,-56.94,-3701.10,
2022-05-18,TRADED,,2022-05-18T13:45:00+05:30,2022-05-18T14:00:00+05:30,16329.9,LONG,16329.9,16304.33,2022-05-18T14:00:00+05:30,2022-05-18T14:15:00+05:30,16304.33,stop_loss_ma_touch,16304.33,-25.57,-1662.05,
2022-05-18,TRADED,,2022-05-18T14:15:00+05:30,2022-05-18T14:30:00+05:30,16273.5,SHORT,16273.5,16308.29,2022-05-18T15:00:00+05:30,2022-05-18T15:15:00+05:30,16236.20,day_close,16310.01,37.30,2424.50,
2022-05-19,TRADED,,2022-05-19T09:15:00+05:30,2022-05-19T09:30:00+05:30,15943.5,SHORT,15943.5,16291.96,2022-05-19T15:00:00+05:30,2022-05-19T15:15:00+05:30,15783.90,day_close,15888.41,159.60,10374.00,
2022-05-20,TRADED,,2022-05-20T09:15:00+05:30,2022-05-20T09:30:00+05:30,16112.2,LONG,16112.2,15878.04,2022-05-20T15:00:00+05:30,2022-05-20T15:15:00+05:30,16279.50,day_close,16168.65,167.30,10874.50,
2022-05-23,TRADED,,2022-05-23T09:15:00+05:30,2022-05-23T09:30:00+05:30,16274.8,LONG,16274.8,16193.16,2022-05-23T14:00:00+05:30,2022-05-23T14:15:00+05:30,16319.80,stop_loss_ma_touch,16319.80,45.00,2925.00,
2022-05-23,TRADED,,2022-05-23T14:15:00+05:30,2022-05-23T14:30:00+05:30,16268.8,SHORT,16268.8,16325.04,2022-05-23T15:00:00+05:30,2022-05-23T15:15:00+05:30,16210.40,day_close,16323.78,58.40,3796.00,
2022-05-24,TRADED,,2022-05-24T09:15:00+05:30,2022-05-24T09:30:00+05:30,16188.9,SHORT,16188.9,16316.86,2022-05-24T12:30:00+05:30,2022-05-24T12:45:00+05:30,16236.16,stop_loss_ma_touch,16236.16,-47.26,-3071.90,
2022-05-24,TRADED,,2022-05-24T12:45:00+05:30,2022-05-24T13:00:00+05:30,16229.3,LONG,16229.3,16225.68,2022-05-24T13:00:00+05:30,2022-05-24T13:15:00+05:30,16225.68,stop_loss_ma_touch,16225.68,-3.62,-235.30,
2022-05-24,TRADED,,2022-05-24T13:15:00+05:30,2022-05-24T13:30:00+05:30,16189.0,SHORT,16189.0,16210.34,2022-05-24T15:00:00+05:30,2022-05-24T15:15:00+05:30,16112.80,day_close,16169.90,76.20,4953.00,
2022-05-25,TRADED,,2022-05-25T09:15:00+05:30,2022-05-25T09:30:00+05:30,16199.7,LONG,16199.7,16168.24,2022-05-25T09:30:00+05:30,2022-05-25T09:45:00+05:30,16168.24,stop_loss_ma_touch,16168.24,-31.46,-2044.90,
2022-05-25,TRADED,,2022-05-25T09:45:00+05:30,2022-05-25T10:00:00+05:30,16134.8,SHORT,16134.8,16167.82,2022-05-25T11:15:00+05:30,2022-05-25T11:30:00+05:30,16165.28,stop_loss_ma_touch,16165.28,-30.48,-1981.20,
2022-05-25,TRADED,,2022-05-25T11:30:00+05:30,2022-05-25T11:45:00+05:30,16097.5,SHORT,16097.5,16159.00,2022-05-25T15:00:00+05:30,2022-05-25T15:15:00+05:30,16027.70,day_close,16094.14,69.80,4537.00,
2022-05-26,TRADED,,2022-05-26T09:15:00+05:30,2022-05-26T09:30:00+05:30,16080.7,SHORT,16080.7,16085.31,2022-05-26T09:30:00+05:30,2022-05-26T09:45:00+05:30,16085.31,stop_loss_ma_touch,16085.31,-4.61,-299.65,
2022-05-26,TRADED,,2022-05-26T09:45:00+05:30,2022-05-26T10:00:00+05:30,16044.3,SHORT,16044.3,16076.63,2022-05-26T12:45:00+05:30,2022-05-26T13:00:00+05:30,16002.99,stop_loss_ma_touch,16002.99,41.31,2685.15,
2022-05-26,TRADED,,2022-05-26T13:00:00+05:30,2022-05-26T13:15:00+05:30,16094.2,LONG,16094.2,16001.47,2022-05-26T15:00:00+05:30,2022-05-26T15:15:00+05:30,16172.20,day_close,16030.17,78.00,5070.00,
2022-05-27,TRADED,,2022-05-27T09:15:00+05:30,2022-05-27T09:30:00+05:30,16315.3,LONG,16315.3,16046.10,2022-05-27T15:00:00+05:30,2022-05-27T15:15:00+05:30,16346.00,day_close,16296.50,30.70,1995.50,
2022-05-30,TRADED,,2022-05-30T09:15:00+05:30,2022-05-30T09:30:00+05:30,16592.9,LONG,16592.9,16313.79,2022-05-30T15:00:00+05:30,2022-05-30T15:15:00+05:30,16660.80,day_close,16638.45,67.90,4413.50,
2022-05-31,TRADED,,2022-05-31T09:15:00+05:30,2022-05-31T09:30:00+05:30,16543.8,SHORT,16543.8,16648.97,2022-05-31T10:45:00+05:30,2022-05-31T11:00:00+05:30,16643.44,stop_loss_ma_touch,16643.44,-99.64,-6476.60,
2022-05-31,TRADED,,2022-05-31T11:00:00+05:30,2022-05-31T11:15:00+05:30,16649.1,LONG,16649.1,16642.05,2022-05-31T11:15:00+05:30,2022-05-31T11:30:00+05:30,16642.05,stop_loss_ma_touch,16642.05,-7.05,-458.25,
2022-05-31,TRADED,,2022-05-31T11:30:00+05:30,2022-05-31T11:45:00+05:30,16629.8,SHORT,16629.8,16637.67,2022-05-31T11:45:00+05:30,2022-05-31T12:00:00+05:30,16637.67,stop_loss_ma_touch,16637.67,-7.87,-511.55,
2022-05-31,TRADED,,2022-05-31T12:00:00+05:30,2022-05-31T12:15:00+05:30,16658.5,LONG,16658.5,16636.62,2022-05-31T12:30:00+05:30,2022-05-31T12:45:00+05:30,16636.91,stop_loss_ma_touch,16636.91,-21.59,-1403.35,
2022-05-31,TRADED,,2022-05-31T12:45:00+05:30,2022-05-31T13:00:00+05:30,16632.4,SHORT,16632.4,16634.95,2022-05-31T13:00:00+05:30,2022-05-31T13:15:00+05:30,16634.95,stop_loss_ma_touch,16634.95,-2.55,-165.75,
2022-05-31,TRADED,,2022-05-31T13:15:00+05:30,2022-05-31T13:30:00+05:30,16621.2,SHORT,16621.2,16631.34,2022-05-31T13:30:00+05:30,2022-05-31T13:45:00+05:30,16631.34,stop_loss_ma_touch,16631.34,-10.14,-659.10,
2022-05-31,TRADED,,2022-05-31T13:45:00+05:30,2022-05-31T14:00:00+05:30,16681.1,LONG,16681.1,16631.90,2022-05-31T15:00:00+05:30,2022-05-31T15:15:00+05:30,16634.69,stop_loss_ma_touch,16634.69,-46.41,-3016.65,
2022-06-01,TRADED,,2022-06-01T09:15:00+05:30,2022-06-01T09:30:00+05:30,16620.2,SHORT,16620.2,16629.99,2022-06-01T09:30:00+05:30,2022-06-01T09:45:00+05:30,16629.99,stop_loss_ma_touch,16629.99,-9.79,-636.35,
2022-06-01,TRADED,,2022-06-01T09:45:00+05:30,2022-06-01T10:00:00+05:30,16551.9,SHORT,16551.9,16629.88,2022-06-01T10:30:00+05:30,2022-06-01T10:45:00+05:30,16629.69,stop_loss_ma_touch,16629.69,-77.79,-5056.35,
2022-06-01,TRADED,,2022-06-01T10:45:00+05:30,2022-06-01T11:00:00+05:30,16612.4,SHORT,16612.4,16626.91,2022-06-01T15:00:00+05:30,2022-06-01T15:15:00+05:30,16528.60,day_close,16552.92,83.80,5447.00,
2022-06-02,TRADED,,2022-06-02T09:15:00+05:30,2022-06-02T09:30:00+05:30,16521.5,SHORT,16521.5,16547.48,2022-06-02T10:00:00+05:30,2022-06-02T10:15:00+05:30,16542.99,stop_loss_ma_touch,16542.99,-21.49,-1396.85,
2022-06-02,TRADED,,2022-06-02T10:15:00+05:30,2022-06-02T10:30:00+05:30,16546.1,LONG,16546.1,16538.58,2022-06-02T10:45:00+05:30,2022-06-02T11:00:00+05:30,16536.10,stop_loss_ma_touch,16536.10,-10.00,-650.00,
2022-06-02,TRADED,,2022-06-02T11:00:00+05:30,2022-06-02T11:15:00+05:30,16517.5,SHORT,16517.5,16529.44,2022-06-02T11:15:00+05:30,2022-06-02T11:30:00+05:30,16529.44,stop_loss_ma_touch,16529.44,-11.94,-776.10,
2022-06-02,TRADED,,2022-06-02T11:30:00+05:30,2022-06-02T11:45:00+05:30,16546.7,LONG,16546.7,16524.78,2022-06-02T15:00:00+05:30,2022-06-02T15:15:00+05:30,16631.70,day_close,16565.86,85.00,5525.00,
2022-06-03,TRADED,,2022-06-03T09:15:00+05:30,2022-06-03T09:30:00+05:30,16780.3,LONG,16780.3,16580.07,2022-06-03T13:15:00+05:30,2022-06-03T13:30:00+05:30,16697.90,stop_loss_ma_touch,16697.90,-82.40,-5356.00,
2022-06-03,TRADED,,2022-06-03T13:30:00+05:30,2022-06-03T13:45:00+05:30,16676.1,SHORT,16676.1,16705.62,2022-06-03T14:00:00+05:30,2022-06-03T14:15:00+05:30,16708.82,stop_loss_ma_touch,16708.82,-32.72,-2126.80,
2022-06-03,TRADED,,2022-06-03T14:15:00+05:30,2022-06-03T14:30:00+05:30,16644.9,SHORT,16644.9,16713.58,2022-06-03T15:00:00+05:30,2022-06-03T15:15:00+05:30,16577.20,day_close,16711.11,67.70,4400.50,
2022-06-06,TRADED,,2022-06-06T09:15:00+05:30,2022-06-06T09:30:00+05:30,16471.4,SHORT,16471.4,16696.60,2022-06-06T12:45:00+05:30,2022-06-06T13:00:00+05:30,16577.76,stop_loss_ma_touch,16577.76,-106.36,-6913.40,
2022-06-06,TRADED,,2022-06-06T13:00:00+05:30,2022-06-06T13:15:00+05:30,16561.5,SHORT,16561.5,16565.96,2022-06-06T13:15:00+05:30,2022-06-06T13:30:00+05:30,16565.96,stop_loss_ma_touch,16565.96,-4.46,-289.90,
2022-06-06,TRADED,,2022-06-06T13:30:00+05:30,2022-06-06T13:45:00+05:30,16590.7,LONG,16590.7,16558.02,2022-06-06T15:00:00+05:30,2022-06-06T15:15:00+05:30,16573.20,day_close,16545.04,-17.50,-1137.50,
2022-06-07,TRADED,,2022-06-07T09:15:00+05:30,2022-06-07T09:30:00+05:30,16435.1,SHORT,16435.1,16542.79,2022-06-07T15:00:00+05:30,2022-06-07T15:15:00+05:30,16412.36,stop_loss_ma_touch,16412.36,22.74,1478.10,
2022-06-08,TRADED,,2022-06-08T09:15:00+05:30,2022-06-08T09:30:00+05:30,16385.5,SHORT,16385.5,16397.84,2022-06-08T10:15:00+05:30,2022-06-08T10:30:00+05:30,16390.74,stop_loss_ma_touch,16390.74,-5.24,-340.60,
2022-06-08,TRADED,,2022-06-08T10:30:00+05:30,2022-06-08T10:45:00+05:30,16492.8,LONG,16492.8,16390.78,2022-06-08T13:00:00+05:30,2022-06-08T13:15:00+05:30,16415.31,stop_loss_ma_touch,16415.31,-77.49,-5036.85,
2022-06-08,TRADED,,2022-06-08T13:15:00+05:30,2022-06-08T13:30:00+05:30,16379.4,SHORT,16379.4,16414.50,2022-06-08T15:00:00+05:30,2022-06-08T15:15:00+05:30,16362.30,day_close,16401.40,17.10,1111.50,
2022-06-09,TRADED,,2022-06-09T09:15:00+05:30,2022-06-09T09:30:00+05:30,16314.0,SHORT,16314.0,16395.78,2022-06-09T11:00:00+05:30,2022-06-09T11:15:00+05:30,16383.54,stop_loss_ma_touch,16383.54,-69.54,-4520.10,
2022-06-09,TRADED,,2022-06-09T11:15:00+05:30,2022-06-09T11:30:00+05:30,16348.4,SHORT,16348.4,16376.79,2022-06-09T12:00:00+05:30,2022-06-09T12:15:00+05:30,16368.89,stop_loss_ma_touch,16368.89,-20.49,-1331.85,
2022-06-09,TRADED,,2022-06-09T12:15:00+05:30,2022-06-09T12:30:00+05:30,16377.8,LONG,16377.8,16360.80,2022-06-09T13:00:00+05:30,2022-06-09T13:15:00+05:30,16355.43,stop_loss_ma_touch,16355.43,-22.37,-1454.05,
2022-06-09,TRADED,,2022-06-09T13:15:00+05:30,2022-06-09T13:30:00+05:30,16368.8,LONG,16368.8,16352.88,2022-06-09T13:30:00+05:30,2022-06-09T13:45:00+05:30,16352.88,stop_loss_ma_touch,16352.88,-15.92,-1034.80,
2022-06-09,TRADED,,2022-06-09T13:45:00+05:30,2022-06-09T14:00:00+05:30,16374.5,LONG,16374.5,16353.38,2022-06-09T15:00:00+05:30,2022-06-09T15:15:00+05:30,16477.60,day_close,16372.25,103.10,6701.50,
2022-06-10,TRADED,,2022-06-10T09:15:00+05:30,2022-06-10T09:30:00+05:30,16265.2,SHORT,16265.2,16376.15,2022-06-10T15:00:00+05:30,2022-06-10T15:15:00+05:30,16211.90,day_close,16247.94,53.30,3464.50,
2022-06-13,TRADED,,2022-06-13T09:15:00+05:30,2022-06-13T09:30:00+05:30,15791.7,SHORT,15791.7,16217.39,2022-06-13T15:00:00+05:30,2022-06-13T15:15:00+05:30,15767.80,day_close,15784.97,23.90,1553.50,
2022-06-14,TRADED,,2022-06-14T09:15:00+05:30,2022-06-14T09:30:00+05:30,15668.7,SHORT,15668.7,15764.43,2022-06-14T09:45:00+05:30,2022-06-14T10:00:00+05:30,15762.87,stop_loss_ma_touch,15762.87,-94.17,-6121.05,
2022-06-14,TRADED,,2022-06-14T10:00:00+05:30,2022-06-14T10:15:00+05:30,15758.2,SHORT,15758.2,15760.64,2022-06-14T10:15:00+05:30,2022-06-14T10:30:00+05:30,15760.64,stop_loss_ma_touch,15760.64,-2.44,-158.60,
2022-06-14,TRADED,,2022-06-14T10:30:00+05:30,2022-06-14T10:45:00+05:30,15810.9,LONG,15810.9,15762.03,2022-06-14T12:30:00+05:30,2022-06-14T12:45:00+05:30,15770.03,stop_loss_ma_touch,15770.03,-40.87,-2656.55,
2022-06-14,TRADED,,2022-06-14T12:45:00+05:30,2022-06-14T13:00:00+05:30,15732.7,SHORT,15732.7,15768.55,2022-06-14T13:00:00+05:30,2022-06-14T13:15:00+05:30,15768.55,stop_loss_ma_touch,15768.55,-35.85,-2330.25,
2022-06-14,TRADED,,2022-06-14T13:15:00+05:30,2022-06-14T13:30:00+05:30,15781.5,LONG,15781.5,15770.05,2022-06-14T13:30:00+05:30,2022-06-14T13:45:00+05:30,15770.05,stop_loss_ma_touch,15770.05,-11.45,-744.25,
2022-06-14,TRADED,,2022-06-14T13:45:00+05:30,2022-06-14T14:00:00+05:30,15757.5,SHORT,15757.5,15773.37,2022-06-14T15:00:00+05:30,2022-06-14T15:15:00+05:30,15722.50,day_close,15768.17,35.00,2275.00,
2022-06-15,TRADED,,2022-06-15T09:15:00+05:30,2022-06-15T09:30:00+05:30,15701.5,SHORT,15701.5,15767.12,2022-06-15T11:45:00+05:30,2022-06-15T12:00:00+05:30,15737.98,stop_loss_ma_touch,15737.98,-36.48,-2371.20,
2022-06-15,TRADED,,2022-06-15T12:00:00+05:30,2022-06-15T12:15:00+05:30,15738.8,LONG,15738.8,15731.83,2022-06-15T12:15:00+05:30,2022-06-15T12:30:00+05:30,15731.83,stop_loss_ma_touch,15731.83,-6.97,-453.05,
2022-06-15,TRADED,,2022-06-15T12:30:00+05:30,2022-06-15T12:45:00+05:30,15769.5,LONG,15769.5,15730.58,2022-06-15T14:15:00+05:30,2022-06-15T14:30:00+05:30,15730.93,stop_loss_ma_touch,15730.93,-38.57,-2507.05,
2022-06-15,TRADED,,2022-06-15T14:30:00+05:30,2022-06-15T14:45:00+05:30,15735.6,LONG,15735.6,15732.72,2022-06-15T14:45:00+05:30,2022-06-15T15:00:00+05:30,15732.72,stop_loss_ma_touch,15732.72,-2.88,-187.20,
2022-06-16,TRADED,,2022-06-16T09:15:00+05:30,2022-06-16T09:30:00+05:30,15831.3,LONG,15831.3,15735.64,2022-06-16T10:15:00+05:30,2022-06-16T10:30:00+05:30,15742.86,stop_loss_ma_touch,15742.86,-88.44,-5748.60,
2022-06-16,TRADED,,2022-06-16T10:30:00+05:30,2022-06-16T10:45:00+05:30,15713.3,SHORT,15713.3,15742.51,2022-06-16T10:45:00+05:30,2022-06-16T11:00:00+05:30,15742.51,stop_loss_ma_touch,15742.51,-29.21,-1898.65,
2022-06-16,TRADED,,2022-06-16T11:00:00+05:30,2022-06-16T11:15:00+05:30,15696.3,SHORT,15696.3,15743.04,2022-06-16T15:00:00+05:30,2022-06-16T15:15:00+05:30,15359.50,day_close,15578.24,336.80,21892.00,
2022-06-17,TRADED,,2022-06-17T09:15:00+05:30,2022-06-17T09:30:00+05:30,15208.7,SHORT,15208.7,15539.94,2022-06-17T13:15:00+05:30,2022-06-17T13:30:00+05:30,15325.12,stop_loss_ma_touch,15325.12,-116.42,-7567.30,
2022-06-17,TRADED,,2022-06-17T13:30:00+05:30,2022-06-17T13:45:00+05:30,15309.5,SHORT,15309.5,15316.39,2022-06-17T13:45:00+05:30,2022-06-17T14:00:00+05:30,15316.39,stop_loss_ma_touch,15316.39,-6.89,-447.85,
2022-06-17,TRADED,,2022-06-17T14:00:00+05:30,2022-06-17T14:15:00+05:30,15313.2,LONG,15313.2,15307.32,2022-06-17T14:15:00+05:30,2022-06-17T14:30:00+05:30,15307.32,stop_loss_ma_touch,15307.32,-5.88,-382.20,
2022-06-17,TRADED,,2022-06-17T14:30:00+05:30,2022-06-17T14:45:00+05:30,15328.7,LONG,15328.7,15300.50,2022-06-17T15:00:00+05:30,2022-06-17T15:15:00+05:30,15300.42,stop_loss_ma_touch,15300.42,-28.28,-1838.20,
2022-06-20,TRADED,,2022-06-20T09:15:00+05:30,2022-06-20T09:30:00+05:30,15269.1,SHORT,15269.1,15298.56,2022-06-20T10:00:00+05:30,2022-06-20T10:15:00+05:30,15289.24,stop_loss_ma_touch,15289.24,-20.14,-1309.10,
2022-06-20,TRADED,,2022-06-20T10:15:00+05:30,2022-06-20T10:30:00+05:30,15272.0,SHORT,15272.0,15288.65,2022-06-20T10:30:00+05:30,2022-06-20T10:45:00+05:30,15288.65,stop_loss_ma_touch,15288.65,-16.65,-1082.25,
2022-06-20,TRADED,,2022-06-20T10:45:00+05:30,2022-06-20T11:00:00+05:30,15273.3,SHORT,15273.3,15286.42,2022-06-20T11:00:00+05:30,2022-06-20T11:15:00+05:30,15286.42,stop_loss_ma_touch,15286.42,-13.12,-852.80,
2022-06-20,TRADED,,2022-06-20T11:15:00+05:30,2022-06-20T11:30:00+05:30,15300.8,LONG,15300.8,15288.22,2022-06-20T13:00:00+05:30,2022-06-20T13:15:00+05:30,15305.22,stop_loss_ma_touch,15305.22,4.42,287.30,
2022-06-20,TRADED,,2022-06-20T13:15:00+05:30,2022-06-20T13:30:00+05:30,15297.9,SHORT,15297.9,15306.55,2022-06-20T13:30:00+05:30,2022-06-20T13:45:00+05:30,15306.55,stop_loss_ma_touch,15306.55,-8.65,-562.25,
2022-06-20,TRADED,,2022-06-20T13:45:00+05:30,2022-06-20T14:00:00+05:30,15292.5,SHORT,15292.5,15305.06,2022-06-20T14:00:00+05:30,2022-06-20T14:15:00+05:30,15305.06,stop_loss_ma_touch,15305.06,-12.56,-816.40,
2022-06-20,TRADED,,2022-06-20T14:15:00+05:30,2022-06-20T14:30:00+05:30,15283.7,SHORT,15283.7,15305.01,2022-06-20T14:45:00+05:30,2022-06-20T15:00:00+05:30,15302.80,stop_loss_ma_touch,15302.80,-19.10,-1241.50,
2022-06-21,TRADED,,2022-06-21T09:15:00+05:30,2022-06-21T09:30:00+05:30,15438.7,LONG,15438.7,15310.53,2022-06-21T15:00:00+05:30,2022-06-21T15:15:00+05:30,15638.00,day_close,15599.62,199.30,12954.50,
2022-06-22,TRADED,,2022-06-22T09:15:00+05:30,2022-06-22T09:30:00+05:30,15482.7,SHORT,15482.7,15612.00,2022-06-22T15:00:00+05:30,2022-06-22T15:15:00+05:30,15419.70,day_close,15460.03,63.00,4095.00,
2022-06-23,TRADED,,2022-06-23T09:15:00+05:30,2022-06-23T09:30:00+05:30,15501.0,LONG,15501.0,15451.44,2022-06-23T12:15:00+05:30,2022-06-23T12:30:00+05:30,15496.55,stop_loss_ma_touch,15496.55,-4.45,-289.25,
